Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
Meridian Sphere,Energy,Advertising,Medium,491279,48,3,A Advertising energy platform serving medium audiences.,85,1,34.380364,39.45735,34.646327,38.911101,34.497111,20
HyperBridge,E-commerce,Freemium,Large,351759,43,6,A modern e-commerce venture delivering solutions for large users.,88,1,33.243563,40.225144,35.845873,34.600915,37.114328,17
Pixel-Vision,Agriculture,SaaS,Medium,349911,20,10,A modern agriculture venture delivering solutions for medium organizations.,90,1,26.895864,30.188582,40.12937,37.909819,34.683487,15
SpectraIgnite422,Other,B2C,Medium,19680,2,1,A digital digital services platform using a B2C model for medium consumers.,48,0,52.724167,50.120598,46.245363,48.531902,49.102549,57
PulseEdge486,Real Estate,B2C,Medium,16514,1,1,An AI-powered B2C real estate solution for medium consumers.,49,0,49.474222,53.637587,51.068779,53.743645,42.377426,56
OmegaForge4201,SaaS,Subscription,Medium,1944609,30,8,An AI-powered Subscription software solution for medium subscribers.,95,1,26.648478,29.552581,35.013349,36.979797,37.323698,10
NexusLogic46,Transportation,C2C,Medium,384882,42,10,A technology-driven C2C platform focused on medium transportation operations.,85,1,30.856114,34.587608,35.887141,32.105112,34.694173,20
NovaRise495,Energy,B2B,Large,1262963,270,21,An AI-powered B2B energy solution for large businesses.,95,1,26.163286,32.619191,35.072257,28.52371,33.800359,10
Echo Link,E-commerce,Subscription,Medium,1228260,83,8,A scalable e-commerce solution targeting medium subscribers.,95,1,26.941603,29.174509,31.751762,34.939488,32.997819,10
OrionNest,Finance,Advertising,Small,16226,1,0,A modern financial venture delivering solutions for small audiences.,50,1,48.03216,44.335641,44.345687,53.365245,49.240319,55
CobaltBridge72,Food & Beverage,Freemium,Small,81658,7,4,A scalable food and beverage solution targeting small users.,67,1,40.621097,39.793574,45.200243,40.239738,43.410293,38
SpectraEdge696,Retail,Other,Small,85442,3,3,A scalable retail solution targeting small customers.,61,1,46.35783,47.665166,42.293347,43.806528,40.318629,44
SolarScale9780,E-commerce,SaaS,Large,9054209,163,22,A digital e-commerce platform using a SaaS model for large organizations.,95,1,28.892801,38.093572,35.44954,30.366684,36.80066,10
NimbusCore9683,Food & Beverage,Other,Medium,46378,3,0,An AI-powered Other food and beverage solution for medium customers.,54,1,46.535648,43.118353,46.450431,49.260185,43.52418,51
AtlasHub5994,Manufacturing,Freemium,Large,319792,28,7,An AI-powered Freemium manufacturing solution for large users.,89,1,33.147174,37.111167,37.345563,38.893723,38.069425,16
Titan-Sync,E-commerce,Subscription,Large,4866751,378,12,A digital e-commerce platform using a Subscription model for large subscribers.,95,1,26.100086,32.083528,31.468164,33.715935,38.45073,10
PrimeCascade6462,E-commerce,B2B,Large,1581433,423,22,A digital e-commerce platform using a B2B model for large businesses.,95,1,24.730185,36.016674,38.02547,27.545256,33.656856,10
TerraGrid,Retail,Freemium,Small,37813,1,4,A Freemium retail platform serving small users.,54,1,52.999493,42.079563,50.702537,51.573067,46.475534,51
Vector-Shift,Real Estate,B2C,Small,34287,2,1,A modern real estate venture delivering solutions for small consumers.,49,0,51.065816,46.205109,44.385623,45.971896,45.815261,56
SilverFlow581,Other,C2C,Small,73583,3,1,A C2C digital services platform serving small individual users.,57,1,50.304034,42.524674,43.14846,43.689978,44.82915,48
SolarTech7926,Agriculture,B2C,Medium,14499,2,1,An AI-powered B2C agriculture solution for medium consumers.,50,1,52.625211,51.743137,44.866587,52.006231,44.502658,55
Pixel-Stack,Other,Other,Small,55375,3,2,A digital digital services platform using a Other model for small customers.,61,1,49.394916,46.694782,40.776457,43.642982,44.573351,44
FusionWorks8203,Manufacturing,Franchise,Medium,177692,48,2,A modern manufacturing venture delivering solutions for medium franchise operators.,79,1,37.482868,37.587638,38.225432,35.957471,37.432125,26
Lunar Hub,SaaS,Subscription,Large,7763467,57,21,A technology-driven Subscription platform focused on large software operations.,95,1,23.373119,31.979419,32.878702,29.203821,33.307744,10
CyberCascade680,Retail,Franchise,Large,405471,12,5,A Franchise retail platform serving large franchise operators.,74,1,34.722488,40.359532,43.129401,44.100396,40.437009,31
Ruby Vision,Education,Marketplace,Large,593237,45,13,A technology-driven Marketplace platform focused on large education operations.,95,1,23.026146,31.623261,36.553426,34.168066,33.276335,10
PulseEdge,Finance,C2C,Medium,43797,4,2,A digital financial platform using a C2C model for medium individual users.,59,1,48.058551,47.682518,47.736926,48.053078,40.523081,46
VortexHub3053,Education,Marketplace,Large,1253819,43,11,A Marketplace education platform serving large buyers and sellers.,95,1,28.363166,31.096102,40.412265,27.521078,37.769546,10
Nimbus-Hub,Technology,SaaS,Large,301907,28,5,A digital technology platform using a SaaS model for large organizations.,95,1,31.210365,31.682468,33.785208,28.117694,36.18192,10
SilverSystems435,E-commerce,Subscription,Large,2750096,365,15,A technology-driven Subscription platform focused on large e-commerce operations.,95,1,24.388524,34.224342,36.974435,28.296686,37.917529,10
Spectra Nest,Healthcare,SaaS,Large,6950514,313,11,A digital healthcare platform using a SaaS model for large organizations.,95,1,31.673527,37.644201,32.739646,35.23209,38.476898,10
HyperSystems765,Agriculture,C2C,Small,30301,1,2,A technology-driven C2C platform focused on small agriculture operations.,54,1,52.613315,44.463783,47.262019,48.759267,47.485218,51
StellarByte,Other,Other,Medium,19409,2,1,A modern digital services venture delivering solutions for medium customers.,46,0,47.756995,49.891598,48.003985,56.44096,49.010647,59
FusionX,Retail,Other,Medium,93560,6,4,An AI-powered Other retail solution for medium customers.,61,1,49.055325,46.619045,42.138465,47.232433,46.146344,44
Cyber Wave,Technology,Direct Sales,Large,272284,36,5,A scalable technology solution targeting large business customers.,88,1,28.950445,36.498921,34.016358,31.264572,36.382815,17
OrionSphere518,E-commerce,Subscription,Large,5636856,176,19,A Subscription e-commerce platform serving large subscribers.,95,1,27.689401,32.617735,31.621484,35.065522,33.962748,10
NexusX916,E-commerce,Subscription,Large,384316,6,5,A digital e-commerce platform using a Subscription model for large subscribers.,84,1,37.134556,34.374985,40.644193,35.970173,33.405198,21
Quantum Edge,Education,Marketplace,Large,1962674,85,7,A technology-driven Marketplace platform focused on large education operations.,95,1,28.593588,28.650154,31.788569,33.614274,35.972612,10
LunarSystems6997,Education,Freemium,Large,164344,28,8,A digital education platform using a Freemium model for large users.,84,1,36.822869,36.530091,43.870507,31.606511,42.419697,21
PrimeStack,Other,Freemium,Medium,69109,7,0,A scalable digital services solution targeting medium users.,59,1,42.695075,42.227611,45.107091,47.921623,44.444099,46
Atlas Cascade,Finance,B2C,Medium,93530,6,4,A digital financial platform using a B2C model for medium consumers.,65,1,41.035161,44.48174,43.260194,41.0823,37.368532,40
AtlasBridge,Manufacturing,B2B,Medium,1993190,67,12,A digital manufacturing platform using a B2B model for medium businesses.,95,1,29.032869,34.331193,36.287026,31.518629,36.041955,10
NimbusScale,Education,Subscription,Large,542638,26,12,A technology-driven Subscription platform focused on large education operations.,95,1,23.628255,35.147971,39.852497,28.144384,38.703973,10
Crimson-Forge,Manufacturing,Advertising,Small,498987,28,10,A scalable manufacturing solution targeting small audiences.,88,1,30.187726,38.549096,38.042633,32.015101,36.509271,17
NeonIgnite730,Agriculture,B2C,Small,55061,1,2,An AI-powered B2C agriculture solution for small consumers.,60,1,41.22099,40.172509,40.305733,50.601166,47.899568,45
Solar-Logic,Healthcare,SaaS,Medium,952456,90,10,A technology-driven SaaS platform focused on medium healthcare operations.,95,1,22.894802,30.231396,36.124192,33.449144,32.723848,10
NovaX191,Agriculture,B2C,Small,49291,7,2,A technology-driven B2C platform focused on small agriculture operations.,60,1,42.126146,45.140763,40.494943,46.335678,46.830439,45
PrimeEdge,Technology,Subscription,Large,4975953,112,12,A Subscription technology platform serving large subscribers.,95,1,32.36989,33.742459,34.952843,34.688086,40.019113,10
NeonForge,Agriculture,Advertising,Small,36630,1,2,A scalable agriculture solution targeting small audiences.,55,1,47.331736,50.119819,45.519995,47.501008,44.777289,50
MeridianIgnite685,Finance,B2C,Medium,36278,1,1,A scalable financial solution targeting medium consumers.,50,1,49.323323,45.845692,51.242147,54.543593,45.447979,55
CyberSync3798,Retail,Marketplace,Large,471065,28,6,A scalable retail solution targeting large buyers and sellers.,86,1,34.889312,33.607076,40.437224,33.682068,34.521676,19
Quantum Works,Retail,Subscription,Large,494834,41,5,An AI-powered Subscription retail solution for large subscribers.,85,1,32.373321,31.973429,36.664501,33.240871,37.965576,20
OrionSphere972,Education,Advertising,Small,94683,36,3,A Advertising education platform serving small audiences.,73,1,38.460954,42.477495,37.965686,40.211766,35.847919,32
Nova Rise,Transportation,Subscription,Medium,282732,47,10,An AI-powered Subscription transportation solution for medium subscribers.,93,1,31.508439,37.928646,41.656667,32.993436,39.888783,12
Titan Sphere,Technology,B2B,Large,6351463,202,21,A scalable technology solution targeting large businesses.,95,1,27.091247,30.363446,39.639787,27.465279,36.940611,10
CyberEdge475,Other,Freemium,Medium,342426,28,3,A technology-driven Freemium platform focused on medium digital services operations.,79,1,39.863779,36.379514,37.774094,34.448439,39.23239,26
LunarDynamo689,Agriculture,Advertising,Medium,395948,44,5,An AI-powered Advertising agriculture solution for medium audiences.,80,1,36.370805,38.437514,38.381619,37.294909,42.337691,25
VortexScale188,Other,B2G,Small,388124,33,3,A scalable digital services solution targeting small government organizations.,80,1,39.438931,36.590372,41.370142,41.24688,40.340555,25
RaptorHub,Real Estate,Other,Small,41162,2,1,A technology-driven Other platform focused on small real estate operations.,47,0,55.387129,50.973152,45.719753,52.231414,46.186059,58
VectorGrid526,Energy,Subscription,Small,106251,32,9,A modern energy venture delivering solutions for small subscribers.,92,1,27.386815,30.145584,40.32317,36.123206,31.885173,13
StellarGrid181,Real Estate,Other,Small,89015,1,2,A technology-driven Other platform focused on small real estate operations.,57,1,48.754134,47.557776,44.38894,50.097352,46.888684,48
AstraShift,Energy,Subscription,Medium,1171831,85,15,A digital energy platform using a Subscription model for medium subscribers.,95,1,31.111832,29.104903,35.026976,27.302724,38.305521,10
RubyStack34,Finance,C2C,Small,14732,2,1,A digital financial platform using a C2C model for small individual users.,49,0,49.716735,51.160558,50.691035,46.061113,49.63816,56
TerraWave,Energy,SaaS,Large,1877715,224,16,A scalable energy solution targeting large organizations.,95,1,27.470089,38.005151,32.612702,30.506236,35.583011,10
Orion-Tech,Education,Franchise,Small,243125,33,2,An AI-powered Franchise education solution for small franchise operators.,84,1,37.400491,33.050584,39.480791,32.728371,35.435841,21
Terra Stack,E-commerce,Subscription,Large,9784795,76,23,A Subscription e-commerce platform serving large subscribers.,95,1,28.576305,31.136798,34.116729,33.699741,39.08308,10
RaptorLink2260,Retail,B2B,Medium,118842,39,7,A scalable retail solution targeting medium businesses.,83,1,28.840579,34.578613,39.517718,40.894302,37.10914,22
CrimsonDynamo891,Finance,Other,Medium,13308,2,1,A modern financial venture delivering solutions for medium customers.,48,0,48.887822,44.94074,45.095539,50.77084,43.338801,57
SpectraVision586,SaaS,B2B,Medium,1140768,97,6,A digital software platform using a B2B model for medium businesses.,95,1,28.438522,31.352023,33.633782,33.443913,38.260188,10
TitanNest6031,Energy,Subscription,Medium,1331817,24,15,A scalable energy solution targeting medium subscribers.,95,1,31.695584,33.988894,40.726307,29.163546,36.286846,10
Cosmic-Ignite,Healthcare,Direct Sales,Medium,877986,62,9,A scalable healthcare solution targeting medium business customers.,95,1,27.115119,35.261279,33.566427,28.302348,35.386348,10
Hyper Vision,E-commerce,Direct Sales,Large,84802,45,3,A modern e-commerce venture delivering solutions for large business customers.,75,1,39.30802,42.179882,42.990522,41.477825,36.599246,30
NeonWorks997,Education,Direct Sales,Large,1371500,92,14,A scalable education solution targeting large business customers.,95,1,30.416498,33.935846,31.932369,29.551525,33.6594,10
CrimsonSphere8075,E-commerce,SaaS,Large,8429425,467,20,A scalable e-commerce solution targeting large organizations.,95,1,23.828284,29.744166,40.162797,31.496838,35.142975,10
Vortex-Shift,Technology,SaaS,Large,503839,58,9,A modern technology venture delivering solutions for large organizations.,95,1,30.601019,31.973856,34.430155,29.056308,31.875151,10
NexusByte957,Finance,Other,Small,73101,1,4,A Other financial platform serving small customers.,58,1,42.988025,48.852732,46.139137,47.684059,42.076094,47
Nexus-Sphere,SaaS,Direct Sales,Large,1196967,83,9,A Direct Sales software platform serving large business customers.,95,1,27.415821,34.922499,35.413961,30.311736,33.514592,10
Fusion Wave,Manufacturing,Subscription,Medium,381239,98,5,A scalable manufacturing solution targeting medium subscribers.,93,1,25.61556,34.70551,32.472942,29.399859,37.315478,12
AtlasPulse6420,SaaS,Subscription,Large,5581347,231,16,A modern software venture delivering solutions for large subscribers.,95,1,30.568514,30.983194,31.344877,33.682166,31.403247,10
MeteorStack914,Other,Marketplace,Large,438922,5,7,A modern digital services venture delivering solutions for large buyers and sellers.,81,1,32.81989,37.496937,42.307903,40.329189,37.972596,24
Crimson Dynamo,SaaS,B2G,Large,370132,24,7,A digital software platform using a B2G model for large government organizations.,95,1,31.237685,32.156751,35.994474,30.964818,37.191295,10
Prime Stack,Manufacturing,Marketplace,Large,1944115,29,11,An AI-powered Marketplace manufacturing solution for large buyers and sellers.,95,1,26.533582,37.649356,39.655858,30.894157,31.24063,10
VectorCore30,SaaS,SaaS,Large,399293,12,5,A technology-driven SaaS platform focused on large software operations.,95,1,27.95964,30.756127,34.452042,31.588547,39.046585,10
CrimsonDynamo,Healthcare,B2B,Large,1415657,35,14,An AI-powered B2B healthcare solution for large businesses.,95,1,29.979122,33.90907,38.532033,30.071887,35.928395,10
